orig_id	objid	name	taxo_hierarchy	classif_qual	depth_including_offset	psampleid	%area	angle	area	area_exc	areai	bx	by	cdexc	centroids	circ.	circex	compentropy	compm1	compm2	compm3	compmean	compslope	convarea	convarea_area	convperim	convperim_perim	cv	elongation	esd	fcons	feret	feretareaexc	fractal	height	histcum1	histcum2	histcum3	intden	kurt	kurt_mean	major	max	mean	meanpos	median	median_mean	median_mean_range	min	minor	mode	nb1	nb1_area	nb1_range	nb2	nb2_area	nb2_range	nb3	nb3_area	nb3_range	perim.	perimareaexc	perimferet	perimmajor	range	skelarea	skeleton_area	skew	skew_mean	slope	sr	stddev	symetrieh	symetrieh_area	symetriehc	symetriev	symetriev_area	symetrievc	tag	thickr	width	x	xm	xmg5	xstart	y	ym	ymg5	ystart
bats361_ctd27_479	146236372	detritus	not-living>detritus	V	148.6	33980	100.0	149.5	116.0	0.0	110.0	16.0	13.0		0.0	0.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	1.1551724137931	52.0	1.01960784313725	21.3300469261032	1.27272727272727	12.153015559493	0.0	16.4		0.832	13.0	182.0	226.0	246.0	24472.0	0.515	0.00474001042802294	13.5	253.0	210.97	-0.276567743633612	232.0	21.03	0.10840206185567	59.0	10.9	252.0	2.0	0.0172413793103448	0.0103092783505155	1.0	0.00862068965517241	0.00515463917525773	1.0	0.00862068965517241	0.00515463917525773	50.77		3.1875	3.64285714285714	194.0	13.0	0.112068965517241	-1.179	-0.00474001042802294	0.014	23.1958762886598	45.205	2.013	0.0172413793103448	2.0	2.116	0.0172413793103448	2.0	1.0	1.761	15.0	22.95	23.2	0.0	20.0	19.51	19.69	0.0	13.0
bats361_ctd27_245	146269800	detritus	not-living>detritus	V	88.9	33980	100.0	16.4	102.0	0.0	96.0	16.0	10.0		0.0	0.531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	1.11764705882353	51.0	1.04081632653061	7.6429875589147	2.57142857142857	11.396070970426	0.0	20.2		0.815	9.0	229.0	237.0	247.0	24022.0	9.823	0.0424610419939705	17.8	253.0	235.51	-0.197604790419162	239.0	3.49000000000001	0.0329245283018869	147.0	7.3	248.0	0.0	0.0	0.0	2.0	0.0196078431372549	0.0188679245283019	1.0	0.00980392156862745	0.00943396226415094	49.11		2.45	2.72222222222222	106.0	21.0	0.205882352941176	-2.745	-0.0127383125981912	0.015	16.9811320754717	18.227	2.838	0.0294117647058824	3.0	2.868	0.0294117647058824	3.0	1.0	1.782	19.0	27.25	27.2	0.0	28.0	15.04	15.09	0.0	10.0
bats361_ctd27_746	146271823	detritus	not-living>detritus	V	583.5	33980	100.0	30.2	176.0	0.0	169.0	19.0	14.0		0.0	0.661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	1.14772727272727	66.0	1.13793103448276	52.7851953052226	1.30769230769231	14.9696412740382	0.0	19.3		0.876	17.0	79.0	185.0	237.0	28342.0	-1.054	-0.00621002297708502	17.1	253.0	161.03	-0.571135813202509	186.0	24.97	0.098695652173913	0.0	13.1	0.0	1.0	0.00568181818181818	0.00395256916996047	2.0	0.0113636363636364	0.00790513833992095	1.0	0.00568181818181818	0.00395256916996047	57.84		3.05263157894737	3.41176470588235	253.0	27.0	0.153409090909091	-0.595	-0.00621002297708502	0.019	33.596837944664	85.357	2.207	0.0113636363636364	2.0	2.213	0.0113636363636364	2.0	1.0	1.546	18.0	28.39	28.07	0.0	28.0	21.86	21.92	0.0	14.0
bats361_ctd27_852	146267908	badfocus<artefact	not-living>artefact>badfocus	V	816.7	33980	98.3	14.1	176.0	3.0	158.0	20.0	13.0	0.0	0.0	0.389	0.00670206432765822	0.0	0.0	0.0	0.0	0.0	0.0	210.0	1.19318181818182	64.0	0.853333333333333	1.60732942216507	1.38461538461538	14.9696412740382	0.0	19.9	11.5470053837925	0.906	15.0	246.0	249.0	251.0	43799.0	-0.192	0.0	17.9	255.0	248.86	-0.565377532228359	250.0	1.13999999999999	0.067058823529411	238.0	12.5	252.0	1.0	0.00568181818181818	0.0588235294117647	1.0	0.00568181818181818	0.0588235294117647	1.0	0.00568181818181818	0.0588235294117647	75.4	43.3012701892219	3.75	4.16666666666667	17.0	53.0	0.301136363636364	-0.725	-0.00401832355541268	0.045	23.5294117647059	3.526	2.241	0.0113636363636364	2.0	2.23	0.0113636363636364	2.0	1.0	1.985	19.0	29.22	29.22	0.0	26.0	20.43	20.42	0.0	13.0
bats361_ctd27_148	146265043	badfocus<artefact	not-living>artefact>badfocus	V	40.5	33980	100.0	98.5	141.0	0.0	127.0	10.0	16.0		0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0	1.17730496453901	58.0	1.09433962264151	3.70035358934298	1.45454545454545	13.398760233979	0.0	17.5		0.849	17.0	237.0	245.0	250.0	34294.0	-0.412	0.0	16.1	253.0	243.22	-0.44014401440144	246.0	2.78	0.086875	221.0	11.2	252.0	1.0	0.00709219858156028	0.03125	1.0	0.00709219858156028	0.03125	1.0	0.00709219858156028	0.03125	53.01		2.94444444444444	3.3125	32.0	27.0	0.191489361702128	-0.803	-0.00411150398815887	0.027	28.125	8.751	2.22	0.0141843971631206	2.0	2.234	0.0141843971631206	2.0	1.0	1.511	14.0	17.06	17.05	0.0	16.0	25.24	25.18	0.0	16.0
bats361_ctd27_282	146265389	detritus	not-living>detritus	V	99.8	33980	100.0	148.3	94.0	0.0	89.0	14.0	13.0		0.0	0.587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	1.24468085106383	46.0	1.02222222222222	25.5976817193915	1.55555555555556	10.9400419197143	0.0	15.8		0.802	12.0	189.0	222.0	244.0	19463.0	1.979	0.00965950253561942	13.6	253.0	207.05	-0.253797293565313	226.0	18.95	0.0834801762114537	26.0	8.8	253.0	1.0	0.0106382978723404	0.00440528634361234	1.0	0.0106382978723404	0.00440528634361234	1.0	0.0106382978723404	0.00440528634361234	44.87		2.8125	3.21428571428571	227.0	18.0	0.191489361702128	-1.612	-0.00965950253561942	0.011	23.3480176211454	53.252	2.101	0.0212765957446809	2.0	2.08	0.0212765957446809	2.0	1.0	1.705	13.0	19.56	19.69	0.0	16.0	19.04	19.1	0.0	13.0
bats361_ctd27_369	146267799	light<detritus	not-living>detritus>light	V	114.3	33980	84.77	175.6	8071.0	1229.0	7205.0	173.0	91.0	0.0	0.0	0.064	0.00978999495735592	0.0	0.0	0.0	0.0	0.0	0.0	12003.0	1.48717631024656	562.0	0.447452229299363	2.41545893719807	1.77631578947368	101.372167608064	0.0	178.5	5.10595625319691	1.474	105.0	244.0	248.0	251.0	2004842.0	1.94	0.00805152979066022	134.9	255.0	248.4	-0.224489795918367	250.0	1.59999999999999	0.0444444444444443	219.0	76.2	252.0	4.0	0.000495601536364763	0.111111111111111	5.0	0.000619501920455953	0.138888888888889	14.0	0.00173460537727667	0.388888888888889	1256.19	35.8272684581861	7.01675977653631	9.3037037037037	36.0	2232.0	0.276545657291538	-1.382	-0.00402576489533011	1.631	16.6666666666667	5.879	3.459	0.000371701152273572	4.0	3.528	0.000495601536364763	4.0	1.0	11.288	178.0	252.82	252.89	0.0	282.0	141.22	141.18	0.0	91.0
bats361_ctd27_549	146265881	detritus	not-living>detritus	V	188.89999999999998	33980	100.0	122.4	180.0	0.0	164.0	16.0	24.0		0.0	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.0	1.75	83.0	0.754545454545455	14.9404578810915	1.30769230769231	15.138795132121	0.0	24.4		0.966	23.0	215.0	242.0	249.0	40962.0	4.333	0.0175770092718724	17.4	253.0	227.57	-0.174692587758467	243.0	15.43	0.090233918128655	82.0	13.2	252.0	1.0	0.00555555555555556	0.00584795321637427	2.0	0.0111111111111111	0.0116959064327485	1.0	0.00555555555555556	0.00584795321637427	110.27		4.58333333333333	6.47058823529412	171.0	52.0	0.288888888888889	-2.021	-0.0087885046359362	0.027	19.8830409356725	33.584	3.469	0.0166666666666667	2.0	3.564	0.0222222222222222	2.0	1.0	3.458	21.0	28.33	28.3	0.0	25.0	38.04	38.01	0.0	24.0
bats361_ctd27_125	146264702	badfocus<artefact	not-living>artefact>badfocus	V	29.099999999999998	33980	91.85	126.3	135.0	11.0	116.0	14.0	15.0	0.0	0.0	0.41	0.0337475773334841	0.0	0.0	0.0	0.0	0.0	0.0	167.0	1.23703703703704	56.0	0.875	0.797543565817283	1.25	13.1105811671049	0.0	18.4	5.42720420239975	0.888	16.0	248.0	250.0	251.0	33854.0	-0.471	0.0	14.5	255.0	250.77	-0.886792452830185	251.0	0.22999999999999	0.0255555555555544	246.0	11.8	250.0	0.0	0.0	0.0	1.0	0.00740740740740741	0.111111111111111	2.0	0.0148148148148148	0.222222222222222	64.33	19.2967260529769	3.55555555555556	4.26666666666667	9.0	49.0	0.362962962962963	-0.062	0.0	0.041	22.2222222222222	2.066	2.107	0.0148148148148148	2.0	2.1	0.0148148148148148	2.0	1.0	2.041	14.0	20.32	20.32	0.0	15.0	21.94	21.95	0.0	15.0
bats361_ctd27_413	146273490	badfocus<artefact	not-living>artefact>badfocus	V	123.4	33980	99.68	38.0	316.0	1.0	295.0	20.0	23.0	0.0	0.0	0.507	0.0016227234780939	0.0	0.0	0.0	0.0	0.0	0.0	366.0	1.15822784810127	88.0	1.0	2.4380333197887	1.5625	20.0585068271871	0.0	26.6	27.0	0.974	22.0	243.0	247.0	250.0	77769.0	1.175	0.00406338886631451	25.4	254.0	246.1	-0.357466063348417	248.0	1.90000000000001	0.0633333333333335	224.0	15.8	248.0	1.0	0.00316455696202532	0.0333333333333333	1.0	0.00316455696202532	0.0333333333333333	1.0	0.00316455696202532	0.0333333333333333	88.47	88.0	3.25925925925926	3.52	30.0	47.0	0.14873417721519	-1.29	-0.00406338886631451	0.067	20.0	6.303	2.239	0.00632911392405063	2.0	2.204	0.00632911392405063	2.0	1.0	1.766	24.0	32.64	32.69	0.0	32.0	33.62	33.6	0.0	23.0
