depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
3	24	521	1	11	11	11
3	24	52	3	5	10	46
3	24	18	5	51	58	61
3	24	13	5	5	6	9
3	24	11	10	7	10	20
3	24	10	9	6	11	28
3	24	5	77	8	10	15
3	24	4	118	7	11	14
3	24	3	139	4	7	12
3	24	2	598	3	3	5
3	24	569	1	9	9	9
3	24	58	1	4	4	4
3	24	46	1	31	31	31
3	24	19	2	3	3	13
3	24	16	2	5	5	15
3	24	12	5	7	13	18
3	24	9	14	10	11	21
3	24	6	39	6	10	15
3	24	576	1	7	7	7
3	24	49	1	38	38	38
3	24	21	2	32	32	90
3	24	15	2	29	29	38
3	24	8	24	7	9	15
3	24	7	43	8	10	13
3	24	553	1	4	4	4
3	24	360	1	78	78	78
3	24	33	4	9	10	33
3	24	14	2	16	16	55
3	24	226	1	51	51	51
3	24	44	1	6	6	6
3	24	289	1	11	11	11
3	24	180	1	6	6	6
3	24	38	2	7	7	71
3	24	23	5	35	63	69
3	24	39	1	8	8	8
3	24	17	2	5	5	49
3	24	20	1	67	67	67
3	24	26	1	70	70	70
3	24	86	1	75	75	75
3	24	29	1	4	4	4
3	24	234	1	78	78	78
3	24	178	1	18	18	18
3	24	31	2	22	22	69
3	24	184	1	54	54	54
3	24	127	1	36	36	36
3	24	290	1	7	7	7
3	24	231	1	4	4	4
3	24	89	1	7	7	7
3	24	22	1	41	41	41
3	24	80	1	16	16	16
3	24	32	1	11	11	11
3	24	79	1	5	5	5
4	22	9	17	8	8	11
4	22	8	31	8	10	12
4	22	7	46	6	9	12
4	22	6	57	6	8	11
4	22	4	91	6	8	11
4	22	3	134	4	5	9
4	22	2	658	3	3	4
4	22	5	69	6	8	12
4	22	34	1	15	15	15
4	22	32	1	10	10	10
4	22	15	3	4	17	20
4	22	13	4	4	6	12
4	22	29	1	4	4	4
4	22	12	11	7	9	12
4	22	19	3	3	20	22
4	22	108	1	21	21	21
4	22	14	5	7	8	15
4	22	11	7	6	9	12
4	22	105	1	8	8	8
4	22	27	1	4	4	4
4	22	22	1	6	6	6
4	22	10	13	9	9	10
5	20	95	2	9	9	49
5	20	20	1	3	3	3
5	20	12	5	7	7	7
5	20	11	7	9	9	10
5	20	10	13	9	9	12
5	20	9	16	8	9	12
5	20	7	45	8	9	11
5	20	6	46	6	8	10
5	20	5	75	5	7	9
5	20	4	65	5	7	9
5	20	3	117	4	5	7
5	20	2	685	3	3	4
5	20	8	20	7	8	10
5	20	32	1	32	32	32
5	20	19	1	7	7	7
5	20	87	1	71	71	71
5	20	13	4	3	6	13
5	20	14	2	9	9	11
5	20	15	2	9	9	10
5	20	45	1	42	42	42
5	20	27	1	33	33	33
5	20	70	1	44	44	44
5	20	26	1	31	31	31
6	20	11	4	3	6	10
6	20	9	12	7	9	11
6	20	7	20	7	8	10
6	20	6	15	6	10	15
6	20	5	41	6	8	10
6	20	4	57	6	8	11
6	20	3	93	4	6	8
6	20	2	568	3	3	4
6	20	12	7	5	8	12
6	20	10	7	7	11	21
6	20	8	11	8	9	14
6	20	22	1	15	15	15
6	20	20	1	29	29	29
6	20	19	3	14	18	60
6	20	14	2	9	9	22
6	20	13	1	12	12	12
6	20	111	1	47	47	47
6	20	90	1	41	41	41
6	20	18	1	21	21	21
6	20	15	3	7	18	21
6	20	31	1	10	10	10
6	20	29	1	22	22	22
6	20	27	1	26	26	26
6	20	28	1	20	20	20
6	20	21	1	9	9	9
6	20	48	1	8	8	8
7	34	23	1	16	16	16
7	34	19	3	5	7	17
7	34	8	20	5	11	14
7	34	5	47	5	7	10
7	34	3	102	4	5	7
7	34	2	852	3	3	4
7	34	14	5	7	10	10
7	34	11	5	8	11	16
7	34	6	26	6	9	12
7	34	4	84	5	6	11
7	34	10	6	6	7	11
7	34	51	1	25	25	25
7	34	12	5	11	11	11
7	34	7	24	5	6	11
7	34	21	1	56	56	56
7	34	13	5	10	11	12
7	34	9	5	7	13	14
7	34	193	1	78	78	78
7	34	32	1	23	23	23
7	34	22	2	32	32	35
7	34	18	1	49	49	49
7	34	31	2	13	13	22
7	34	17	2	19	19	21
7	34	34	1	21	21	21
7	34	26	1	5	5	5
7	34	71	1	78	78	78
7	34	35	1	40	40	40
7	34	55	1	36	36	36
7	34	56	1	33	33	33
7	34	27	1	24	24	24
8	57	15	7	7	8	11
8	57	8	40	6	8	15
8	57	7	40	5	8	13
8	57	6	42	6	9	10
8	57	5	78	5	7	11
8	57	4	130	4	6	9
8	57	3	219	3	5	6
8	57	2	1712	3	3	4
8	57	18	8	8	10	11
8	57	10	18	6	9	15
8	57	9	27	6	10	17
8	57	16	3	4	7	12
8	57	11	14	6	7	15
8	57	13	6	6	8	14
8	57	12	11	6	9	13
8	57	20	2	3	3	56
8	57	22	3	4	23	42
8	57	17	3	9	10	21
8	57	14	5	9	10	10
8	57	21	3	4	9	11
8	57	95	1	27	27	27
8	57	119	1	41	41	41
8	57	140	1	35	35	35
8	57	133	1	36	36	36
8	57	34	1	3	3	3
8	57	77	1	3	3	3
8	57	45	1	5	5	5
8	57	126	1	4	4	4
8	57	183	1	4	4	4
8	57	229	1	4	4	4
8	57	204	1	5	5	5
8	57	184	1	5	5	5
8	57	118	1	4	4	4
8	57	26	2	12	12	27
8	57	31	2	3	3	6
8	57	24	1	27	27	27
8	57	19	1	12	12	12
9	19	36	1	30	30	30
9	19	7	16	7	10	14
9	19	6	21	6	8	15
9	19	5	34	6	10	12
9	19	4	50	5	7	10
9	19	3	89	4	5	8
9	19	2	526	3	3	4
9	19	44	1	6	6	6
9	19	14	4	6	9	20
9	19	9	7	8	11	14
9	19	8	7	6	8	19
9	19	62	1	48	48	48
9	19	13	4	7	8	24
9	19	29	1	4	4	4
9	19	17	1	24	24	24
