orig_id	objid	name	taxo_hierarchy	classif_qual	depth_including_offset	psampleid	%area	angle	area	area_exc	areai	bx	by	cdexc	centroids	circ.	circex	compentropy	compm1	compm2	compm3	compmean	compslope	convarea	convarea_area	convperim	convperim_perim	cv	elongation	esd	fcons	feret	feretareaexc	fractal	height	histcum1	histcum2	histcum3	intden	kurt	kurt_mean	major	max	mean	meanpos	median	median_mean	median_mean_range	min	minor	mode	nb1	nb1_area	nb1_range	nb2	nb2_area	nb2_range	nb3	nb3_area	nb3_range	perim.	perimareaexc	perimferet	perimmajor	range	skelarea	skeleton_area	skew	skew_mean	slope	sr	stddev	symetrieh	symetrieh_area	symetriehc	symetriev	symetriev_area	symetrievc	tag	thickr	width	x	xm	xmg5	xstart	y	ym	ymg5	ystart
bats361_ctd13_221	146210450	fiber<detritus	not-living>detritus>fiber	V	104.4	33965	97.68	42.9	302.0	7.0	146.0	37.0	0.0	0.0	0.0	0.072	0.00167740116131489	0.0	0.0	0.0	0.0	0.0	0.0	539.0	1.78476821192053	268.0	1.1703056768559	1.20235661897319	22.75	19.6091392597946	1.824	96.3	36.2845894088858	1.069	65.0	247.0	249.0	251.0	75351.0	0.611	0.00400785539657729	91.4	255.0	249.51	-0.476976542137273	250.0	0.490000000000009	0.0288235294117652	238.0	4.2	252.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0033112582781457	0.0588235294117647	229.16	86.553864319113	2.38541666666667	2.51648351648352	17.0	117.0	0.387417218543046	-0.832	-0.00400785539657729	0.082	17.6470588235294	2.981	21.657	0.0728476821192053	8.0	21.575	0.0728476821192053	0.0	1.0	1.714	71.0	75.03	74.98	0.0	104.0	31.61	31.67	0.0	0.0
bats361_ctd13_29	146317258	detritus	not-living>detritus	V	29.4	33965	98.5	62.8	200.0	3.0	185.0	18.0	23.0	0.0	0.0	0.25	0.00376991118430775	0.0	0.0	0.0	0.0	0.0	0.0	337.0	1.685	82.0	0.82	10.0146046317546	1.46153846153846	15.9576912160573	0.0	30.0	17.3205080756888	0.975	26.0	239.0	246.0	250.0	47929.0	13.581	0.0584185270185687	19.3	255.0	239.65	-0.109136153572698	247.0	7.34999999999999	0.0471153846153846	99.0	13.2	252.0	1.0	0.005	0.00641025641025641	1.0	0.005	0.00641025641025641	1.0	0.005	0.00641025641025641	100.23	57.7350269189626	3.33333333333333	5.26315789473684	156.0	60.0	0.3	-3.541	-0.0166910077195911	0.039	15.3846153846154	23.713	3.083	0.015	3.0	3.093	0.015	3.0	1.0	3.02	17.0	27.38	27.43	0.0	31.0	35.18	35.25	0.0	23.0
bats361_ctd13_469	146212644	Copepoda	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda	V	116.7	33965	100.0	144.5	104.0	0.0	99.0	16.0	12.0		0.0	0.642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	1.15384615384615	54.0	1.2	21.899170627155	2.0	11.5072547835032	0.0	18.0		0.812	13.0	208.0	232.0	247.0	22320.0	1.512	0.00931879601155531	16.4	253.0	214.62	-0.267232975908648	235.0	20.38	0.111978021978022	71.0	8.1	250.0	1.0	0.00961538461538462	0.00549450549450549	1.0	0.00961538461538462	0.00549450549450549	1.0	0.00961538461538462	0.00549450549450549	45.11		2.5	2.8125	182.0	14.0	0.134615384615385	-1.583	-0.00931879601155531	0.014	25.8241758241758	46.794	2.635	0.0288461538461538	2.0	2.519	0.0288461538461538	2.0	1.0	1.515	16.0	25.04	24.88	0.0	24.0	17.78	17.77	0.0	12.0
bats361_ctd13_391	146243809	badfocus<artefact	not-living>artefact>badfocus	V	104.9	33965	65.91	83.3	8869.0	3023.0	829.0	0.0	37.0	0.0	0.0	0.019	0.00658967037495445	0.0	0.0	0.0	0.0	0.0	0.0	15931.0	1.79625662419664	618.0	0.257392753019575	0.791420996399034	2.45588235294118	106.265523676572	91.274	215.7	3.92857164337481	1.6	206.0	250.0	251.0	252.0	2241329.0	0.16	0.0	166.6	255.0	252.71	-0.213818860877684	253.0	0.289999999999992	0.0223076923076917	242.0	67.8	252.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.00101477054910362	0.692307692307692	2401.28	43.6689838691802	11.1157407407407	14.377245508982	13.0	4350.0	0.490472432066749	-0.485	0.0	2.65	15.3846153846154	1.569	3.869	0.000451009132934942	6.0	3.876	0.000451009132934942	6.0	1.0	6.931	105.0	61.41	61.41	0.0	80.0	157.1	157.1	0.0	37.0
bats361_ctd13_843	146223884	fiber<detritus	not-living>detritus>fiber	V	527.9000000000001	33965	100.0	73.4	95.0	0.0	85.0	12.0	35.0		0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	1.92631578947368	90.0	0.989010989010989	2.01881535914725	7.75	10.9980796846468	0.0	35.7		0.906	34.0	244.0	248.0	250.0	23529.0	5.484	0.0201881535914725	30.9	253.0	247.67	-0.225179552175751	249.0	1.33000000000001	0.0458620689655177	224.0	3.9	250.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0105263157894737	0.0344827586206897	91.05		2.52777777777778	2.93548387096774	29.0	44.0	0.463157894736842	-1.974	-0.00807526143658901	0.023	17.2413793103448	5.096	9.779	0.105263157894737	12.0	9.547	0.105263157894737	11.0	1.0	2.0	14.0	20.24	20.22	0.0	23.0	50.15	50.2	0.0	35.0
bats361_ctd13_138	146226477	detritus	not-living>detritus	V	87.5	33965	100.0	124.4	87.0	0.0	85.0	12.0	13.0		0.0	0.769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	1.10344827586207	42.0	1.10526315789474	51.9247985675918	1.44444444444444	10.5248202071085	0.0	13.6		0.768	12.0	89.0	204.0	244.0	14577.0	-0.881	-0.00596836765144733	12.5	253.0	167.55	-0.509997015816174	205.0	37.45	0.14802371541502	0.0	8.9	252.0	1.0	0.0114942528735632	0.00395256916996047	1.0	0.0114942528735632	0.00395256916996047	1.0	0.0114942528735632	0.00395256916996047	37.7		2.71428571428571	2.92307692307692	253.0	8.0	0.0919540229885057	-0.774	-0.00596836765144733	0.011	34.3873517786561	87.495	1.948	0.0229885057471264	2.0	1.925	0.0229885057471264	2.0	1.0	1.482	11.0	17.35	17.35	0.0	14.0	18.82	18.87	0.0	13.0
bats361_ctd13_370	146217863	badfocus<artefact	not-living>artefact>badfocus	V	104.8	33965	95.74	177.3	1689.0	72.0	1497.0	230.0	36.0	0.0	0.0	0.113	0.00480355647939997	0.0	0.0	0.0	0.0	0.0	0.0	2468.0	1.46121965660154	250.0	0.576036866359447	1.20472251224801	2.96296296296296	46.3735009575263	0.0	93.2	10.9601551083915	1.253	36.0	246.0	248.0	250.0	420602.0	-0.203	0.0	79.6	255.0	249.02	-0.542649727767694	249.0	-0.0200000000000102	-0.0011764705882359	238.0	27.0	250.0	6.0	0.00355239786856128	0.352941176470588	3.0	0.00177619893428064	0.176470588235294	5.0	0.0029603315571344	0.294117647058824	434.07	51.1473905058269	4.66666666666667	5.425	17.0	479.0	0.283599763173475	-0.507	-0.00401574170749337	0.433	17.6470588235294	3.104	3.746	0.00236826524570752	4.0	3.803	0.00236826524570752	0.0	1.0	3.311	91.0	280.34	280.35	0.0	244.0	60.61	60.56	0.0	36.0
bats361_ctd13_797	146222792	detritus	not-living>detritus	V	433.0	33965	100.0	108.5	85.0	0.0	83.0	11.0	14.0		0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	1.09411764705882	42.0	1.2	47.7312549090689	1.44444444444444	10.4031418957202	0.0	13.2		0.758	13.0	90.0	187.0	243.0	14068.0	-1.194	-0.00604193100114797	12.5	253.0	165.51	-0.528608543290436	188.0	22.49	0.0888932806324111	0.0	8.6	250.0	0.0	0.0	0.0	1.0	0.0117647058823529	0.00395256916996047	1.0	0.0117647058823529	0.00395256916996047	35.46		2.69230769230769	2.69230769230769	253.0	6.0	0.0705882352941176	-0.472	0.0	0.009	31.2252964426877	79.453	2.018	0.0235294117647059	2.0	2.006	0.0235294117647059	2.0	1.0	1.427	10.0	15.63	15.68	0.0	15.0	20.65	20.78	0.0	14.0
bats361_ctd13_641	146223686	darksphere	living>other>othertocheck>darksphere	V	182.7	33965	100.0	138.5	91.0	0.0	90.0	13.0	13.0		0.0	0.841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	1.05494505494505	44.0	1.18918918918919	54.0708514605345	1.44444444444444	10.7640512155461	0.0	13.6		0.769	12.0	85.0	192.0	239.0	14642.0	-1.129	-0.00621504039776258	12.8	253.0	160.9	-0.572405220633934	193.0	32.1	0.126877470355731	0.0	9.0	0.0	1.0	0.010989010989011	0.00395256916996047	1.0	0.010989010989011	0.00395256916996047	1.0	0.010989010989011	0.00395256916996047	36.87		2.64285714285714	2.84615384615385	253.0	9.0	0.0989010989010989	-0.584	-0.00621504039776258	0.01	34.3873517786561	86.861	2.011	0.021978021978022	2.0	2.121	0.021978021978022	2.0	1.0	1.376	12.0	18.71	18.76	0.0	15.0	18.66	18.93	0.0	13.0
bats361_ctd13_850	146218106	solitaryglobule	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitaryglobule	V	551.9000000000001	33965	89.88	132.9	3272.0	331.0	3175.0	69.0	69.0	0.0	0.0	0.442	0.0447134498613586	0.0	0.0	0.0	0.0	0.0	0.0	3539.0	1.08160146699267	276.0	0.904918032786885	1.20279047389945	1.08064516129032	64.5448664912513	0.0	70.7	3.90251294049812	1.455	70.0	246.0	248.0	250.0	816118.0	1.693	0.00801860315932965	66.9	255.0	249.42	-0.228501228501229	250.0	0.580000000000013	0.0193333333333338	225.0	62.3	250.0	3.0	0.000916870415647922	0.1	11.0	0.00336185819070905	0.366666666666667	40.0	0.0122249388753056	1.33333333333333	304.96	16.764316152844	4.29577464788732	4.55223880597015	30.0	1140.0	0.34841075794621	-0.822	-0.00400930157966482	0.794	10.0	3.404	1.997	0.000611246943765281	2.0	1.997	0.000611246943765281	2.0	1.0	3.499	70.0	102.85	102.85	0.0	102.0	105.23	105.22	0.0	69.0
