depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
49	7	14	3	15	20	41
49	7	10	7	17	27	32
49	7	9	10	7	15	25
49	7	6	12	6	11	18
49	7	5	30	7	10	14
49	7	4	44	7	9	13
49	7	3	73	6	7	11
49	7	2	129	4	6	9
49	7	44	1	65	65	65
49	7	35	1	57	57	57
49	7	19	3	4	30	40
49	7	13	8	4	21	40
49	7	12	10	11	19	28
49	7	11	5	9	10	28
49	7	8	8	7	15	24
49	7	7	21	10	14	23
49	7	16	2	7	7	8
49	7	21	2	17	17	21
49	7	17	2	17	17	28
49	7	41	1	58	58	58
49	7	32	1	12	12	12
49	7	22	1	16	16	16
49	7	18	1	43	43	43
49	7	26	1	36	36	36
50	24	26	4	14	17	69
50	24	25	3	14	18	33
50	24	18	8	16	19	40
50	24	16	17	14	25	35
50	24	13	21	11	20	32
50	24	9	38	13	15	23
50	24	8	53	8	13	18
50	24	7	66	8	12	17
50	24	6	68	6	11	18
50	24	5	117	7	10	14
50	24	4	153	7	10	13
50	24	3	293	5	8	11
50	24	2	605	4	6	9
50	24	21	4	19	34	83
50	24	17	10	16	26	31
50	24	15	16	8	19	42
50	24	11	31	9	15	20
50	24	33	2	19	19	54
50	24	22	7	11	16	20
50	24	20	7	16	22	49
50	24	19	8	8	23	40
50	24	14	10	13	14	23
50	24	12	21	10	17	32
50	24	10	19	8	28	33
50	24	28	2	22	22	43
50	24	60	1	49	49	49
50	24	24	3	16	54	68
50	24	27	3	5	41	48
50	24	86	1	83	83	83
50	24	84	1	44	44	44
50	24	41	2	38	38	45
50	24	32	3	47	55	57
50	24	76	1	52	52	52
50	24	49	1	62	62	62
50	24	44	1	40	40	40
50	24	29	2	32	32	41
50	24	38	2	38	38	57
50	24	23	4	17	37	45
50	24	56	1	58	58	58
50	24	78	1	10	10	10
50	24	54	1	19	19	19
50	24	43	1	8	8	8
50	24	36	1	10	10	10
50	24	30	3	3	45	57
50	24	442	1	11	11	11
50	24	62	1	56	56	56
50	24	196	1	5	5	5
50	24	167	1	4	4	4
50	24	39	1	48	48	48
50	24	42	1	23	23	23
50	24	53	1	22	22	22
50	24	48	1	26	26	26
50	24	45	1	57	57	57
51	25	17	8	14	15	33
51	25	13	23	10	15	30
51	25	11	21	15	17	28
51	25	10	32	10	17	25
51	25	9	30	12	17	27
51	25	8	54	10	15	25
51	25	7	56	9	11	21
51	25	6	74	8	11	17
51	25	5	107	8	11	16
51	25	4	186	6	9	13
51	25	3	253	5	8	11
51	25	2	626	4	6	10
51	25	28	5	28	33	47
51	25	27	6	33	73	81
51	25	24	5	11	26	43
51	25	23	4	18	33	39
51	25	22	5	29	43	50
51	25	21	6	22	23	28
51	25	16	17	14	21	26
51	25	14	13	13	19	24
51	25	12	20	14	18	29
51	25	33	2	32	32	37
51	25	38	2	65	65	79
51	25	31	5	12	32	33
51	25	30	2	32	32	47
51	25	15	12	13	16	25
51	25	85	1	108	108	108
51	25	32	2	7	7	8
51	25	19	6	26	28	34
51	25	73	1	9	9	9
51	25	29	2	19	19	84
51	25	26	2	29	29	62
51	25	18	7	22	26	33
51	25	25	4	16	26	55
51	25	92	1	39	39	39
51	25	39	1	50	50	50
51	25	20	3	12	22	51
51	25	43	4	6	35	48
51	25	86	2	18	18	18
51	25	35	1	51	51	51
51	25	129	1	74	74	74
51	25	80	1	61	61	61
51	25	63	2	71	71	77
51	25	50	1	20	20	20
51	25	60	1	14	14	14
51	25	40	1	69	69	69
51	25	231	1	39	39	39
51	25	37	1	12	12	12
52	68	116	1	7	7	7
52	68	45	3	5	6	55
52	68	40	4	24	24	53
52	68	34	9	27	30	50
52	68	32	4	8	19	38
52	68	27	10	21	30	36
52	68	26	15	30	38	50
52	68	24	15	17	27	39
52	68	18	24	14	18	26
52	68	17	21	15	24	39
52	68	14	37	12	23	33
52	68	10	83	10	17	22
52	68	9	102	9	17	26
52	68	7	126	8	14	22
52	68	6	196	8	12	18
52	68	5	266	7	11	16
52	68	4	465	6	9	13
52	68	3	627	5	7	11
52	68	2	1500	4	6	10
52	68	183	1	11	11	11
52	68	39	3	5	43	90
52	68	20	19	17	35	41
52	68	19	22	16	24	35
52	68	16	40	16	24	33
52	68	13	41	13	17	25
52	68	8	134	10	17	22
52	68	80	1	5	5	5
52	68	57	1	4	4	4
52	68	28	12	21	33	41
52	68	23	13	30	39	55
52	68	15	41	13	20	27
52	68	11	69	14	20	28
52	68	41	1	47	47	47
52	68	22	18	16	21	37
52	68	12	47	14	21	27
52	68	33	5	22	30	43
52	68	29	6	22	22	27
52	68	25	19	21	30	45
52	68	30	5	19	25	31
52	68	60	1	34	34	34
52	68	36	3	13	36	46
