depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
2	3	50	1	19	19	19
2	3	42	1	14	14	14
2	3	22	2	14	14	24
2	3	16	1	9	9	9
2	3	15	2	7	7	26
2	3	10	5	10	12	13
2	3	9	7	5	11	23
2	3	8	7	9	11	12
2	3	7	10	9	11	20
2	3	6	13	8	10	17
2	3	5	32	8	14	23
2	3	4	46	6	9	12
2	3	3	62	5	7	11
2	3	2	201	4	6	10
2	3	26	2	14	14	42
2	3	25	1	30	30	30
2	3	23	1	13	13	13
2	3	19	2	20	20	23
2	3	17	2	7	7	26
2	3	11	2	6	6	24
2	3	149	1	95	95	95
2	3	145	1	91	91	91
2	3	30	1	14	14	14
2	3	20	2	7	7	13
2	3	18	1	13	13	13
3	104	97	1	115	115	115
3	104	86	1	105	105	105
3	104	33	11	9	17	22
3	104	20	34	9	11	19
3	104	19	38	9	13	23
3	104	18	43	11	17	28
3	104	17	40	9	13	26
3	104	13	79	8	12	24
3	104	11	132	8	14	20
3	104	9	201	8	12	18
3	104	8	257	7	11	19
3	104	7	380	8	11	18
3	104	6	532	7	10	15
3	104	5	828	7	10	14
3	104	4	1627	6	8	13
3	104	3	2699	5	7	10
3	104	2	7963	3	5	8
3	104	27	8	7	8	38
3	104	26	11	5	9	17
3	104	25	13	9	11	21
3	104	24	19	9	15	23
3	104	22	25	10	14	19
3	104	21	24	8	11	19
3	104	16	67	10	14	25
3	104	12	77	8	15	24
3	104	10	131	8	13	21
3	104	32	6	21	23	30
3	104	28	9	9	21	35
3	104	14	77	8	12	19
3	104	15	49	11	14	20
3	104	30	15	9	12	15
3	104	35	6	11	12	20
3	104	42	1	15	15	15
3	104	38	4	10	13	15
3	104	41	4	9	16	37
3	104	52	3	16	31	55
3	104	29	16	6	11	17
3	104	23	24	8	13	20
3	104	74	1	40	40	40
3	104	31	10	11	15	29
3	104	67	2	16	16	17
3	104	65	1	84	84	84
3	104	40	4	15	25	81
3	104	37	4	4	7	11
3	104	94	1	94	94	94
3	104	80	1	17	17	17
3	104	114	1	12	12	12
3	104	36	5	9	9	17
3	104	144	1	6	6	6
3	104	148	1	4	4	4
3	104	34	5	13	17	17
3	104	53	1	87	87	87
3	104	62	1	26	26	26
3	104	43	3	17	27	36
3	104	39	5	17	22	31
3	104	99	1	19	19	19
3	104	45	1	10	10	10
3	104	44	5	14	15	16
3	104	78	1	88	88	88
3	104	81	1	65	65	65
3	104	54	1	74	74	74
3	104	121	1	32	32	32
3	104	75	1	18	18	18
3	104	149	1	12	12	12
3	104	143	1	18	18	18
3	104	401	1	9	9	9
3	104	423	1	5	5	5
3	104	489	1	6	6	6
3	104	497	1	6	6	6
3	104	568	1	6	6	6
3	104	527	1	5	5	5
3	104	425	1	4	4	4
3	104	420	1	4	4	4
3	104	210	1	4	4	4
3	104	109	1	3	3	3
3	104	705	1	10	10	10
3	104	50	1	15	15	15
3	104	49	1	14	14	14
3	104	293	1	9	9	9
3	104	225	1	9	9	9
3	104	66	1	9	9	9
4	27	43	1	31	31	31
4	27	20	8	8	13	25
4	27	19	9	11	13	15
4	27	16	14	10	14	21
4	27	14	21	9	13	16
4	27	12	21	8	10	15
4	27	11	33	7	11	19
4	27	10	43	8	12	18
4	27	8	72	9	11	19
4	27	7	90	8	10	14
4	27	6	131	8	10	16
4	27	5	211	6	9	14
4	27	4	445	6	8	11
4	27	3	706	4	7	10
4	27	2	2322	3	4	7
4	27	50	1	12	12	12
4	27	36	2	6	6	18
4	27	26	3	4	11	35
4	27	9	45	9	11	19
4	27	61	1	35	35	35
4	27	34	1	27	27	27
4	27	18	9	9	18	21
4	27	13	21	9	11	21
4	27	29	3	8	13	19
4	27	27	1	16	16	16
4	27	22	6	11	12	15
4	27	15	16	8	10	17
4	27	30	3	8	9	21
4	27	28	2	12	12	17
4	27	17	10	8	13	26
4	27	47	1	16	16	16
4	27	24	2	14	14	18
4	27	25	6	10	11	22
4	27	21	6	12	12	16
4	27	32	2	12	12	26
4	27	37	1	28	28	28
4	27	33	1	19	19	19
4	27	23	3	8	8	16
4	27	39	1	22	22	22
4	27	41	1	12	12	12
4	27	38	1	55	55	55
4	27	78	1	52	52	52
4	27	60	1	9	9	9
4	27	52	1	13	13	13
4	27	71	1	4	4	4
4	27	127	1	63	63	63
4	27	63	1	19	19	19
4	27	31	1	15	15	15
5	22	60	1	19	19	19
5	22	29	2	21	21	43
5	22	21	6	19	20	32
5	22	17	5	8	13	17
5	22	16	10	8	13	22
5	22	14	8	8	11	41
5	22	13	15	9	12	24
5	22	12	18	9	16	28
5	22	10	26	8	15	31
5	22	9	43	7	11	16
5	22	7	75	8	11	16
5	22	6	110	6	10	17
5	22	5	187	6	9	14
5	22	4	353	6	8	14
5	22	3	505	5	7	10
5	22	2	1585	3	5	8
5	22	8	52	8	13	18
5	22	28	3	7	19	44
5	22	25	7	9	17	30
5	22	23	4	8	28	34
5	22	15	7	7	10	21
5	22	11	19	10	13	19
5	22	24	3	8	9	19
5	22	19	3	11	15	21
5	22	351	1	74	74	74
5	22	34	2	18	18	22
5	22	165	1	7	7	7
5	22	205	1	4	4	4
5	22	31	3	26	27	35
5	22	148	1	4	4	4
5	22	26	4	3	7	18
5	22	22	3	9	45	49
5	22	18	7	5	14	18
5	22	50	1	4	4	4
5	22	37	2	10	10	12
5	22	43	1	10	10	10
5	22	36	2	19	19	19
5	22	33	1	3	3	3
5	22	20	3	9	10	18
5	22	27	1	14	14	14
5	22	44	1	15	15	15
5	22	238	1	19	19	19
5	22	68	1	23	23	23
5	22	35	1	17	17	17
5	22	32	2	9	9	36
5	22	39	2	7	7	16
6	25	28	1	28	28	28
6	25	23	7	12	26	29
6	25	13	24	10	15	21
6	25	11	44	10	12	19
6	25	10	37	8	14	26
6	25	9	57	8	11	18
6	25	8	55	7	11	23
6	25	7	86	7	10	17
6	25	6	119	8	11	17
6	25	5	200	7	11	17
6	25	4	388	6	9	13
6	25	3	579	5	8	11
6	25	2	1784	4	5	9
6	25	22	7	8	14	25
6	25	16	15	9	12	22
6	25	15	20	8	12	20
6	25	14	15	9	15	23
6	25	27	5	15	31	40
6	25	12	22	8	13	24
6	25	90	2	12	12	17
6	25	51	1	39	39	39
6	25	24	3	11	12	14
6	25	40	2	10	10	20
6	25	31	2	14	14	33
6	25	18	9	12	17	27
6	25	42	1	38	38	38
6	25	30	3	7	24	34
6	25	34	4	7	8	23
6	25	19	9	12	16	24
6	25	17	15	12	17	23
6	25	43	1	13	13	13
6	25	20	7	8	19	33
6	25	26	3	6	15	47
6	25	21	7	7	13	19
6	25	37	1	19	19	19
6	25	29	2	4	4	24
6	25	320	1	43	43	43
6	25	48	1	5	5	5
6	25	358	1	9	9	9
6	25	64	1	26	26	26
6	25	47	1	11	11	11
6	25	44	1	40	40	40
6	25	35	2	15	15	16
6	25	32	1	50	50	50
6	25	25	4	5	17	26
6	25	36	1	26	26	26
6	25	102	1	24	24	24
6	25	39	1	18	18	18
6	25	50	1	17	17	17
7	44	36	7	12	14	18
7	44	34	4	13	17	22
7	44	26	5	10	12	15
7	44	25	11	14	18	27
7	44	23	20	9	12	21
7	44	17	18	9	17	19
7	44	16	32	9	12	18
7	44	14	33	9	11	16
7	44	13	40	8	14	28
7	44	12	66	9	13	21
7	44	10	80	7	12	19
7	44	9	104	8	12	19
7	44	8	123	7	10	18
7	44	7	145	8	11	17
7	44	6	225	7	10	15
7	44	5	349	7	10	15
7	44	4	737	6	9	13
7	44	3	1106	5	7	10
7	44	2	3097	4	5	8
7	44	41	1	20	20	20
7	44	31	7	17	18	40
7	44	15	39	8	10	22
7	44	11	62	8	13	22
7	44	22	17	12	17	24
7	44	18	21	10	16	23
7	44	21	12	8	16	23
7	44	20	9	17	17	29
7	44	19	19	8	14	25
7	44	27	6	12	16	23
7	44	49	2	4	4	35
7	44	67	1	3	3	3
7	44	44	2	3	3	67
7	44	24	11	11	19	22
7	44	84	1	4	4	4
7	44	38	3	11	28	39
