orig_id	objid	name	taxo_hierarchy	classif_qual	depth_including_offset	psampleid	%area	angle	area	area_exc	areai	bx	by	cdexc	centroids	circ.	circex	compentropy	compm1	compm2	compm3	compmean	compslope	convarea	convarea_area	convperim	convperim_perim	cv	elongation	esd	fcons	feret	feretareaexc	fractal	height	histcum1	histcum2	histcum3	intden	kurt	kurt_mean	major	max	mean	meanpos	median	median_mean	median_mean_range	min	minor	mode	nb1	nb1_area	nb1_range	nb2	nb2_area	nb2_range	nb3	nb3_area	nb3_range	perim.	perimareaexc	perimferet	perimmajor	range	skelarea	skeleton_area	skew	skew_mean	slope	sr	stddev	symetrieh	symetrieh_area	symetriehc	symetriev	symetriev_area	symetrievc	tag	thickr	width	x	xm	xmg5	xstart	y	ym	ymg5	ystart
bats361_ctd14_98	146283346	badfocus<artefact	not-living>artefact>badfocus	V	84.5	33966	100.0	105.0	94.0	0.0	87.0	13.0	13.0		0.0	0.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	1.18085106382979	47.0	0.979166666666667	1.20419058322964	1.0	10.9400419197143	0.0	13.6		0.798	13.0	246.0	249.0	251.0	23418.0	-0.498	0.0	11.2	253.0	249.13	-0.476014760147602	250.0	0.870000000000005	0.0725000000000004	241.0	10.7	252.0	0.0	0.0	0.0	1.0	0.0106382978723404	0.0833333333333333	1.0	0.0106382978723404	0.0833333333333333	47.6		3.42857142857143	4.36363636363636	12.0	22.0	0.234042553191489	-0.62	-0.00401396861076546	0.028	25.0	2.992	2.426	0.0212765957446809	2.0	2.426	0.0212765957446809	2.0	1.0	1.517	13.0	19.54	19.54	0.0	18.0	19.0	19.0	0.0	13.0
bats361_ctd14_488	146289570	Aulosphaeridae	living>Eukaryota>Harosa>Rhizaria>Cercozoa>Thecofilosea>Phaeodaria>Phaeosphaerida>Aulosphaeridae	V	459.8	33966	88.51	121.9	444.0	51.0	397.0	28.0	27.0	0.0	0.0	0.202	0.0232575446847263	0.0	0.0	0.0	0.0	0.0	0.0	590.0	1.32882882882883	110.0	0.662650602409639	8.94090872145005	1.08695652173913	23.7764244129014	0.0	31.6	4.48089626888963	1.148	26.0	247.0	249.0	251.0	109251.0	32.29	0.13004958140291	24.6	255.0	246.06	-0.0544922589296599	251.0	4.94	0.0285549132947977	82.0	23.0	252.0	1.0	0.00225225225225225	0.00578034682080925	2.0	0.0045045045045045	0.0115606936416185	4.0	0.00900900900900901	0.023121387283237	166.21	23.244649394865	5.1875	6.64	173.0	179.0	0.403153153153153	-5.565	-0.0243842965130456	0.116	12.7167630057803	22.48	2.297	0.0045045045045045	3.0	2.257	0.0045045045045045	3.0	1.0	4.063	31.0	41.79	41.79	0.0	42.0	40.69	40.71	0.0	27.0
bats361_ctd14_454	146287257	badfocus<artefact	not-living>artefact>badfocus	V	379.4	33966	97.85	108.8	93.0	2.0	84.0	14.0	10.0	0.0	0.0	0.691	0.0149510655733006	0.0	0.0	0.0	0.0	0.0	0.0	107.0	1.1505376344086	46.0	1.1219512195122	1.20317638565814	1.0	10.8816946134492	0.0	13.2	9.19238815542512	0.795	13.0	246.0	249.0	251.0	23189.0	-0.549	-0.00401058795219379	11.2	254.0	249.34	-0.558752997601918	250.0	0.659999999999997	0.0507692307692305	241.0	10.6	252.0	0.0	0.0	0.0	1.0	0.010752688172043	0.0769230769230769	1.0	0.010752688172043	0.0769230769230769	41.11	28.9913780286484	3.15384615384615	3.72727272727273	13.0	27.0	0.290322580645161	-0.529	-0.00401058795219379	0.027	23.0769230769231	2.958	2.333	0.021505376344086	2.0	2.484	0.021505376344086	2.0	1.0	1.857	13.0	20.61	20.61	0.0	19.0	17.08	17.08	0.0	10.0
bats361_ctd14_383	146290974	detritus	not-living>detritus	V	240.89999999999998	33966	100.0	23.3	113.0	0.0	108.0	21.0	14.0		1.0	0.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	1.23893805309735	62.0	1.12727272727273	37.9428805824745	3.14285714285714	11.9948350782774	0.0	22.8		0.844	13.0	158.0	231.0	246.0	22038.0	0.434	0.0	21.5	253.0	195.03	-0.297236322617033	232.0	36.97	0.146126482213439	0.0	6.7	248.0	1.0	0.00884955752212389	0.00395256916996047	1.0	0.00884955752212389	0.00395256916996047	2.0	0.0176991150442478	0.00790513833992095	55.11		2.39130434782609	2.5	253.0	20.0	0.176991150442478	-1.337	-0.00512741629492898	0.013	29.2490118577075	74.131	3.221	0.0265486725663717	4.0	3.221	0.0265486725663717	4.0	1.0	1.658	20.0	31.7	31.19	0.0	34.0	19.92	20.26	0.0	14.0
bats361_ctd14_143	146290273	detritus	not-living>detritus	V	93.8	33966	100.0	41.3	96.0	0.0	92.0	20.0	17.0		0.0	0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	1.29166666666667	71.0	1.26785714285714	9.10115281268961	5.0	11.0558127830827	0.0	24.8		0.844	19.0	215.0	237.0	246.0	22151.0	-0.162	0.0	25.3	253.0	230.74	-0.399354144241119	239.0	8.25999999999999	0.105897435897436	175.0	4.8	252.0	0.0	0.0	0.0	1.0	0.0104166666666667	0.0128205128205128	2.0	0.0208333333333333	0.0256410256410256	55.5		2.24	2.24	78.0	17.0	0.177083333333333	-0.987	-0.00433388229175696	0.013	26.9230769230769	21.125	5.094	0.0520833333333333	6.0	5.073	0.0520833333333333	6.0	1.0	1.565	19.0	28.22	28.36	0.0	36.0	27.0	26.88	0.0	17.0
bats361_ctd14_112	146289220	light<detritus	not-living>detritus>light	V	87.10000000000001	33966	100.0	173.7	93.0	0.0	91.0	15.0	12.0		0.0	0.589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	1.19354838709677	47.0	1.04444444444444	10.5346326046879	1.55555555555556	10.8816946134492	0.0	15.5		0.802	11.0	216.0	234.0	244.0	21187.0	1.803	0.00877886050390659	13.5	253.0	227.82	-0.315459784515159	235.0	7.18000000000001	0.0683809523809524	148.0	8.8	252.0	1.0	0.010752688172043	0.00952380952380952	2.0	0.021505376344086	0.019047619047619	1.0	0.010752688172043	0.00952380952380952	44.53		2.8125	3.21428571428571	105.0	14.0	0.150537634408602	-1.392	-0.0043894302519533	0.012	22.8571428571429	23.626	2.323	0.021505376344086	2.0	2.409	0.021505376344086	2.0	1.0	1.737	15.0	21.22	21.33	0.0	20.0	17.52	17.56	0.0	12.0
bats361_ctd14_181	146291107	tuff	living>Bacteria>Cyanobacteria>Cyanophyceae>Trichodesmium>tuff	V	105.4	33966	99.28	20.7	138.0	1.0	129.0	30.0	12.0	0.0	0.0	0.338	0.00242406840554768	0.0	0.0	0.0	0.0	0.0	0.0	171.0	1.23913043478261	74.0	1.02777777777778	59.6010858019592	3.85714285714286	13.255453865238	0.0	30.7	31.0	0.891	11.0	50.0	229.0	247.0	23385.0	-1.011	-0.00590109760415437	26.5	255.0	169.46	-0.504779889059365	230.0	60.54	0.237411764705882	0.0	6.6	0.0	1.0	0.0072463768115942	0.00392156862745098	1.0	0.0072463768115942	0.00392156862745098	1.0	0.0072463768115942	0.00392156862745098	71.6	72.0	2.32258064516129	2.66666666666667	255.0	35.0	0.253623188405797	-0.871	-0.00590109760415437	0.029	39.6078431372549	101.455	4.815	0.036231884057971	4.0	4.663	0.036231884057971	4.0	1.0	1.791	29.0	44.86	44.78	0.0	55.0	17.93	17.87	0.0	12.0
bats361_ctd14_123	146282923	light<detritus	not-living>detritus>light	V	88.9	33966	99.37	37.8	159.0	1.0	152.0	17.0	15.0	0.0	0.0	0.641	0.00400713348672167	0.0	0.0	0.0	0.0	0.0	0.0	178.0	1.11949685534591	58.0	1.03571428571429	5.48384375263646	1.5	14.228319915327	0.0	18.6	19.0	0.869	15.0	227.0	238.0	246.0	37693.0	-0.323	0.0	17.5	254.0	237.06	-0.512401693889897	239.0	1.94	0.0388	204.0	11.6	252.0	2.0	0.0125786163522013	0.04	1.0	0.00628930817610063	0.02	1.0	0.00628930817610063	0.02	55.84	56.0	2.94736842105263	3.11111111111111	50.0	24.0	0.150943396226415	-0.702	-0.0042183413481819	0.023	26.0	12.535	2.019	0.0125786163522013	2.0	1.981	0.0125786163522013	2.0	1.0	1.521	16.0	25.08	25.09	0.0	26.0	22.56	22.59	0.0	15.0
bats361_ctd14_296	146291264	badfocus<artefact	not-living>artefact>badfocus	V	163.89999999999998	33966	100.0	76.9	88.0	0.0	83.0	10.0	14.0		0.0	0.741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	1.05681818181818	40.0	1.02564102564103	2.86732478597469	1.625	10.5851348568025	0.0	14.3		0.764	13.0	237.0	245.0	249.0	21483.0	-0.965	-0.00409617826567812	13.4	253.0	244.13	-0.586252478519498	246.0	1.87	0.0779166666666669	229.0	8.3	252.0	1.0	0.0113636363636364	0.0416666666666667	1.0	0.0113636363636364	0.0416666666666667	1.0	0.0113636363636364	0.0416666666666667	38.63		2.78571428571429	3.0	24.0	8.0	0.0909090909090909	-0.516	-0.00409617826567812	0.018	29.1666666666667	7.053	1.727	0.0227272727272727	2.0	1.75	0.0227272727272727	2.0	1.0	1.448	9.0	15.06	15.06	0.0	15.0	21.07	21.05	0.0	14.0
bats361_ctd14_469	146287670	badfocus<artefact	not-living>artefact>badfocus	V	419.2	33966	90.52	151.6	232.0	22.0	151.0	21.0	16.0	0.0	0.0	0.21	0.0198549377704612	0.0	0.0	0.0	0.0	0.0	0.0	313.0	1.34913793103448	84.0	0.711864406779661	0.795260248916458	1.57142857142857	17.1869594279662	0.0	24.6	5.33001790889026	1.026	20.0	249.0	251.0	251.0	58346.0	-0.16	0.0	21.6	255.0	251.49	-0.639344262295079	252.0	0.509999999999991	0.0566666666666657	246.0	13.7	252.0	0.0	0.0	0.0	2.0	0.00862068965517241	0.222222222222222	2.0	0.00862068965517241	0.222222222222222	117.92	25.157684529962	4.72	5.36363636363636	9.0	110.0	0.474137931034483	-0.386	0.0	0.079	22.2222222222222	1.816	2.7	0.0129310344827586	2.0	2.679	0.0129310344827586	2.0	1.0	2.667	24.0	32.95	32.95	0.0	28.0	25.95	25.95	0.0	16.0
