depth	imgcount	area	nbr	greylimit1	greylimit2	greylimit3
46	2	10	1	32	32	32
46	2	9	1	7	7	7
46	2	8	2	13	13	15
46	2	6	3	5	6	15
46	2	5	2	16	16	19
46	2	3	8	4	5	7
46	2	2	14	3	4	6
46	2	21	1	21	21	21
46	2	18	1	9	9	9
46	2	14	1	26	26	26
46	2	7	1	8	8	8
46	2	4	3	6	7	9
47	15	15	8	13	14	29
47	15	13	9	6	17	26
47	15	11	16	13	17	24
47	15	10	18	9	17	24
47	15	6	44	8	13	18
47	15	5	47	7	9	14
47	15	4	107	6	9	13
47	15	3	140	5	7	10
47	15	2	348	4	6	9
47	15	73	1	43	43	43
47	15	24	2	45	45	47
47	15	14	8	11	19	40
47	15	12	5	17	19	31
47	15	9	10	12	20	32
47	15	7	18	9	10	15
47	15	25	3	40	43	44
47	15	8	22	12	15	23
47	15	19	4	16	16	67
47	15	26	1	46	46	46
47	15	20	1	28	28	28
47	15	18	4	7	8	54
47	15	16	3	6	17	48
47	15	17	1	41	41	41
47	15	80	1	59	59	59
47	15	32	1	65	65	65
47	15	31	1	38	38	38
47	15	23	2	36	36	53
47	15	43	1	42	42	42
47	15	35	1	21	21	21
47	15	27	2	8	8	25
47	15	59	2	34	34	49
47	15	44	2	53	53	78
47	15	29	3	31	32	46
47	15	51	1	36	36	36
47	15	33	1	21	21	21
47	15	22	1	19	19	19
48	41	19	6	8	9	30
48	41	10	41	11	18	25
48	41	9	58	10	15	23
48	41	8	73	11	17	24
48	41	7	71	9	14	22
48	41	6	109	9	13	20
48	41	5	135	7	12	16
48	41	4	265	7	10	14
48	41	3	348	5	8	11
48	41	2	846	4	6	9
48	41	185	1	70	70	70
48	41	31	2	41	41	45
48	41	27	2	30	30	44
48	41	24	6	24	28	36
48	41	17	14	8	18	37
48	41	14	17	17	20	25
48	41	11	33	14	17	24
48	41	20	6	24	29	48
48	41	15	19	14	17	37
48	41	25	8	23	44	51
48	41	23	4	11	17	51
48	41	16	10	15	23	31
48	41	12	24	16	21	31
48	41	49	2	19	19	50
48	41	53	1	30	30	30
48	41	44	1	60	60	60
48	41	22	6	32	32	55
48	41	13	19	14	21	36
48	41	18	7	12	31	36
48	41	35	1	35	35	35
48	41	46	1	32	32	32
48	41	73	1	46	46	46
48	41	33	1	68	68	68
48	41	26	3	14	32	40
48	41	21	6	16	32	40
48	41	58	2	5	5	22
48	41	28	1	21	21	21
48	41	29	2	26	26	47
48	41	41	1	58	58	58
48	41	38	1	16	16	16
48	41	34	1	24	24	24
48	41	30	2	8	8	30
48	41	240	1	56	56	56
48	41	233	1	58	58	58
48	41	37	1	42	42	42
48	41	119	1	82	82	82
49	68	46	2	32	32	46
49	68	33	5	19	22	31
49	68	21	7	18	34	36
49	68	20	10	26	35	44
49	68	15	35	15	26	32
49	68	14	42	16	21	33
49	68	13	50	14	21	30
49	68	12	60	13	21	27
49	68	11	78	12	20	27
49	68	10	106	12	19	25
49	68	9	113	12	16	24
49	68	8	156	10	15	24
49	68	7	166	9	13	18
49	68	6	254	8	12	17
49	68	5	326	7	10	14
49	68	4	589	6	9	13
49	68	3	852	6	8	11
49	68	2	1835	4	6	10
49	68	39	4	36	38	42
49	68	16	32	21	31	46
49	68	201	1	5	5	5
49	68	19	17	19	23	32
49	68	34	3	3	6	32
49	68	17	19	16	20	40
49	68	32	1	47	47	47
49	68	30	3	20	38	46
49	68	24	8	23	28	61
49	68	31	2	24	24	25
49	68	18	18	21	25	33
49	68	58	2	24	24	26
49	68	83	1	36	36	36
49	68	88	1	28	28	28
49	68	22	12	19	40	60
49	68	29	3	19	47	59
49	68	23	9	20	26	47
49	68	41	2	13	13	57
49	68	38	2	39	39	46
49	68	26	8	13	27	42
49	68	36	3	25	31	56
49	68	44	1	31	31	31
49	68	45	2	30	30	38
49	68	48	1	3	3	3
49	68	25	7	11	21	31
49	68	27	3	14	36	50
49	68	35	3	20	46	60
49	68	28	2	24	24	38
49	68	60	1	36	36	36
49	68	42	2	36	36	37
49	68	59	1	46	46	46
49	68	54	1	32	32	32
49	68	37	1	43	43	43
50	27	30	4	17	26	43
50	27	26	5	35	45	52
50	27	25	3	17	27	27
50	27	24	6	9	14	21
50	27	20	10	15	21	31
50	27	18	14	10	16	24
50	27	16	13	13	19	29
50	27	15	17	12	21	25
50	27	14	19	15	20	31
50	27	11	36	10	18	29
50	27	10	33	15	20	25
50	27	9	42	11	15	20
50	27	7	55	7	14	18
50	27	6	75	9	12	21
50	27	5	116	7	11	17
